,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1996,11561,US,"Bay leaf, tomato leaf, green peppercorns, loamy mud and a slight touch of pasilla chile show on the nose of this blend of 48% Merlot, 38% Cabernet Franc, 9% Cabernet Sauvignon and 5% Petit Verdot. Peppery spices dominate the palate, including hints of Mexican mole sauce, making for a very intriguing and elegant wine.",Kalas,91,50.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Kitá 2014 Kalas Red (Santa Ynez Valley),Bordeaux-style Red Blend,Kitá
1997,11564,US,Floral cedary aromas and big berry-soaked flavors come together on a smooth but appropriately tannic texture as this full-bodied wine drenches the palate with blackberry and boysenberry richness. It combines power with complexity and has the grippy texture needed to carry all that ripeness. It was blended with 11% Petite Sirah and 5% Barbera.,Román Estate Grown,91,22.0,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Marietta Cellars 2015 Román Estate Grown Zinfandel (North Coast),Zinfandel,Marietta Cellars
1998,11566,US,"From Quinta Santa Rosa Vineyard, this blend of three clones shows plump red-plum and hibiscus aromas on the nose as well as sharp cinnamon, cola and sumac spices. That tangy sumac character extends to the sip, where tart raspberry makes the eyes water. Also present are fine-grained tannins and a slight touch of Early Grey tea.",Cuvée,91,45.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Prodigal 2015 Cuvée Pinot Noir (Sta. Rita Hills),Pinot Noir,Prodigal
1999,11568,US,"Orange peel, fresh flower, black olive, moist earth and tire rubber aromas lead to intense, palate-coating fruit flavors in this Syrah. It doesn't seem to have fully blossomed yet but has all of the stuffing to suggest a long life ahead, with floral accents on the finish.",The Stones Speak Funk Estate Vineyard,91,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Saviah 2014 The Stones Speak Funk Estate Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Saviah
2000,11572,US,"Baked blackberries meet with caramel, vanilla, forest floor and a tart plum skin touch on the nose of this bottling by the Paso Robles-based Tooth & Nail team. It's smooth and soft on the sip, with black currant, elderberry, pepper dust, charcoal and rosemary flavors. It's ripe but with a very dry edge.",Murmur Vineyard,91,60.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Amor Fati 2014 Murmur Vineyard Syrah (Santa Maria Valley),Syrah,Amor Fati
2001,11576,US,"Malbec and Petit Verdot each make up 37% of this wine, with the balance in Cabernet Sauvignon. The Malbec pops aromatically, suggesting clove, spice and plum. The palate is well balanced, with supple black cherry flavors and a persistent finish. It brings a lot of appeal.",Southwind,91,75.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Cadaretta 2014 Southwind Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Cadaretta
2002,11577,US,"The only varietally labeled Barbera from the Rocks District, this offers intriguing notes of currant, savory herb, pipe tobacco and moist earth. The palate is light in body, with a mix of fruit and savory flavors that carry through to the cranberry-inflected finish.",Jack's Vineyard,91,35.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Casa Smith 2013 Jack's Vineyard Barbera (Walla Walla Valley (WA)),Barbera,Casa Smith
2003,11581,US,"Black pepper and grilled beef aromas lead to ripe and almost-sweet flavors that segue from dried plum to roasted walnut and toffee, for a fascinating savory personality. Made with equal amounts Cabernet Sauvignon and Syrah, the wine has firm tannins and brisk acidity to balance a good rich viscosity that helps the finish linger.",Roberitage,91,39.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Dante Robere 2014 Roberitage Red (Livermore Valley),Rhône-style Red Blend,Dante Robere
2004,11615,US,"The aromas smell disjointed, with notes of barrel spice, vanilla and maple syrup. The palate is quite sweet and ripe, with abundant baking-spice accents.",Coyote Canyon Vineyard,85,25.0,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,Coyote Canyon 2013 Coyote Canyon Vineyard Primitivo (Horse Heaven Hills),Primitivo,Coyote Canyon
2005,11620,US,"There's a funky, foxy note and a sour edge to this wine, which seems disjointed, or perhaps still showing a little bottle shock. Component flavors include sour plum and wild cherry, and the finish is leathery and tannic.",Trouble,85,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,A Blooming Hill Vineyard 2015 Trouble Pinot Noir (Willamette Valley),Pinot Noir,A Blooming Hill Vineyard
2006,11621,US,"Smoky char takes on a grilled meatiness in this wine, a fatness of bacon and blackberry jam emphasizing the intense ripeness and grip of it all. Blackberry jam and vanilla sweetness underscore its big personality.",Maestro Collection Ranch 11,85,34.0,California,St. Helena,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2013 Maestro Collection Ranch 11 Zinfandel (St. Helena),Zinfandel,Beaulieu Vineyard
2007,11625,US,"A blend of Zinfandel with Cabernet Sauvignon, Petite Sirah and Merlot, this wine takes on a heady mix of herbal cedar, tobacco leaf, tar and subdued blackberry within a context of charred oak and dense body.",Cinema,85,40.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Director's Cut 2013 Cinema Zinfandel (Sonoma County),Zinfandel,Director's Cut
2008,11627,US,"There's a light whiff of nail polish remover here, and little evidence of ripe fruit. Some flavors of stem come up with the tannins, and overall this is a wine best drunk soon.",Estate,85,25.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Emerson 2014 Estate Pinot Noir (Willamette Valley),Pinot Noir,Emerson
2009,11632,US,"The aromas are extremely tight on this bottling, even after hour so being opened, with just the hint of black plum emergent. Chewy tannins show most strongly on the sip, which is also so restrained that not much more than dark fruit and dense coffee shows.",Estate Reserve,85,22.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,San Simeon 2012 Estate Reserve Syrah (Paso Robles),Syrah,San Simeon
2010,11642,US,"Made from a majority of 8% Merlot, the remainder Cabernet Sauvignon, this proprietary red is dry in severe acidity, with dusty tannins that overpower on the palate. Firm and ultimately light-bodied, it lacks in fruit.",Red,85,85.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Vellum 2013 Red Merlot-Cabernet Sauvignon (Napa Valley),Merlot-Cabernet Sauvignon,Vellum
2011,11653,US,"A fragrantly floral Primitivo laced with pepper and a depth of wild raspberry flavor, this is plenty structured and easy to like. Pair with standard Italian fare and most definitely, pizza.",Estate Reserve,87,24.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Narrow Gate 2009 Estate Reserve Primitivo (El Dorado),Primitivo,Narrow Gate
2012,12027,US,Cherries and strawberries abound in this elegant wine. Old-vine fruit was fermented and briefly aged in neutral barrels that somehow lend a subtle hint of apple-pie spices to the wine. A perfect late summer sipper.,Rosé of,90,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2013 Rosé of Pinot Noir (Willamette Valley),Pinot Noir,The Eyrie Vineyards
2013,12028,US,"Fresh and vibrant aromas of dark cherry and purple flowers get serious weight from a touch of tar on this very balanced, tighter Cabernet. Dark red fruits, sweet plums (and their more tart skins) and even blueberry show on the palate, which is equally acidic and tannic. It's neither lean nor lush, but right down the middle.",Viking Estate Reserve,90,75.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Adelaida 2011 Viking Estate Reserve Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Adelaida
2014,12036,US,"A lightly funky whiff of the chicken yard underlies the aromatics, but for most tasters it will be an asset, as it does not block the pretty cherry fruit. These forward, appealing cherry flavors, matched to natural acidity and lengthened with that whiff of funk, make for a delicious and value-priced effort.",Oregon,90,22.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coeur de Terre 2012 Oregon Pinot Noir (Willamette Valley),Pinot Noir,Coeur de Terre
2015,12038,US,"Full-bodied, structured and leathery, it's characterized by a combination of plum and gamy meat, accented by a taste of black olive tapenade. It finishes smooth and toasty.",Fleur de Veeder,90,40.0,California,Mount Veeder,Napa,Virginie Boone,@vboone,Yates Family Vineyard 2010 Fleur de Veeder Merlot (Mount Veeder),Merlot,Yates Family Vineyard
2016,12039,US,"With 4% Petit Verdot added for body and color, this Cab is otherwise on the brighter side of red fruit and acidity, nicely balanced and approachable in cranberry, cassis and a wink of violet. It's not as meaty and robust as the winery's Morisoli, a tamer version of a similar beast.",Vittorio's Vineyard,90,48.0,California,Napa Valley,Napa,Virginie Boone,@vboone,V. Sattui 2010 Vittorio's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,V. Sattui
2017,12048,US,"Brilliant pink with a touch of orange, this refreshing and light-bodied wine tastes fresh and strawberrylike. It has an appetizingly crisp texture and clean fruity finish.",Rose of,90,28.0,California,California,California Other,Jim Gordon,@gordone_cellars,Lusso Della Terra 2013 Rose of Merlot (California),Merlot,Lusso Della Terra
2018,12090,US,"By “Old Vine Cabernet” the winery refers to vines that were planted in 1973. But somehow the fruit doesn't express old-vine character. Instead, it's a mix of sweet-tasting strawberry and bitter stem flavors that lack focus, with a peppery highlight.",Old Vine Cabernet,86,32.0,Washington,Snipes Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Upland Estates 2009 Old Vine Cabernet Cabernet Sauvignon (Snipes Mountain),Cabernet Sauvignon,Upland Estates
2019,12103,US,"Here is a straightforward Malbec that offers the expected mix of berry and herb flavors, plus a suggestion of minerality and a whiff of sweatiness. It's a good companion for a burger or a steak.",Reserve,86,34.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Bridges 2008 Reserve Malbec (Columbia Valley (WA)),Malbec,Seven Bridges
2020,12110,US,"Coming from the original plantings at this esteemed vineyard, this wine brings brooding, high-toned aromas of savory herbs, exotic spice and cherry. The palate is all about sophistication and delicacy of flavor, showing nuance and detail, particularly considering the warmth of the vintage.",1973 Block Red Willow Vineyard,90,72.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Owen Roe 2014 1973 Block Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),Cabernet Sauvignon,Owen Roe
2021,12111,US,"This wine is a blend of Cabernet Sauvignon (42%), Cabernet Franc (34%), Merlot (15%) and Malbec. Aromas are fresh and fruit filled, with notes of raspberry and black cherry, along with abundant spice and herb accents. The palate is vibrant and flavorful, delivering hedonistic appeal as well as freshness. The emphasis is on elegance.",Union Gap Vineyard,90,85.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Owen Roe 2014 Union Gap Vineyard Red (Yakima Valley),Bordeaux-style Red Blend,Owen Roe
2022,12112,US,"Plummy cinnamon notes meet fruity coconut depth in this ripe, soft and brightly constructed wine that's rich and full-bodied.",Fortis,90,200.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Pine Ridge 2014 Fortis Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Pine Ridge
2023,12114,US,"Fermented in a concrete egg, this is a texture-based style with subtle penetrating minerality. The fruit flavors suggest peach, pear and Meyer lemon—not big and rich, but elegant and satisfying.",Dolium,90,29.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Reustle 2015 Dolium Grüner Veltliner (Umpqua Valley),Grüner Veltliner,Reustle
2024,12118,US,"This is an impressive bottling of well-distributed wine, blended with smaller percentages of all the major red Bordeaux varieties (plus 1% Tannat). Spicy clove, leather, cedar and herb hints highlight its subdued red fruit. The tannins are grippy and oak quite present, but both provide welcome structure and strength.",Landslide Vineyard,90,38.0,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Simi 2013 Landslide Vineyard Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Simi
2025,12120,US,"Velvety blueberry and blackberry notes highlight the moderate structure of this blend of 35% Grenache and 32% Syrah with smaller amounts of Petite Sirah, Carignane and Counoise. Lightly spiced with nutmeg and white pepper, it's balanced and food-friendly, with a soft, round texture.",Edge,90,38.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Spicy Vines 2013 Edge Red (Sonoma County),Rhône-style Red Blend,Spicy Vines
2026,12121,US,"An excellent effort, this deserves its “limited” designation, and not just because it's a three-barrel selection. Dense raspberry and black cherry anchor a substantial wine with plenty of well-ripened tannins. Spending 22 months in one-quarter new French oak adds streaks of dark chocolate and espresso. The acid-tannin balance is spot-on.",Limited Edition Winemaker Series,90,63.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Sweet Cheeks 2014 Limited Edition Winemaker Series Syrah (Applegate Valley),Syrah,Sweet Cheeks
2027,12128,US,"Light, subtle pink color echoes this wine's subdued nature on the palate, which reveals whispers of orange peel, strawberry and rose as it opens.",Grenache,90,22.0,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,C R Graybehl 2016 Grenache Rosé (Sonoma Valley),Rosé,C R Graybehl
